,size,ni,zscore,leverage,prloss,chgdt,cfo,liquidity,mkbk,litigate,reportlag,priorgc,newequity,newdebt,dependence,indexpert,tenure,big4,rf_model
293,1.672975933,-1.371,-3.179298717,0.914977477,1,0.0,-0.45626876899999996,0.00731982,3.05187638,0,81,0,8.290728227999999,0.0,0.0,0,0.693147181,0,False
294,3.363183939,-0.895,-3.8391877819999998,0.081264499,1,0.0,-0.012153319,0.007617465,2.396076732,0,171,0,0.689588311,0.0,0.0,0,0.693147181,1,False
295,3.727499025,-18.648,7.753452042999999,2.0788695130000003,1,0.0,0.015033073000000001,0.0453638,-0.29385562,0,158,0,1.685724594,0.004810583,0.0,0,0.693147181,0,False
365,4.308043655,-12.110999999999999,0.0,0.177387442,1,0.0,-0.651295511,0.146200956,0.0,0,88,0,0.80842587,0.0,0.0,0,0.693147181,1,False
364,5.160077765,-47.798,-2.8880407480000003,0.10199910400000001,1,0.0,-0.12075577900000001,0.44962050299999995,6.14680779,0,81,0,0.0,0.0,0.0,0,0.693147181,1,False
363,4.119508608,-0.429,-4.118341755,0.65638967,1,0.0,-0.089096199,0.140372832,7.944674107999999,0,182,0,0.29808708100000003,0.0,0.0,0,0.693147181,1,False
362,-0.210721031,-1.469,17.86047759,2.812345679,1,0.0,-1.619753086,0.535802469,0.0,0,91,0,13.58271605,1.787654321,0.0,0,0.693147181,1,False
361,4.468135521000001,-3.625,-4.202538644,0.071656307,1,0.0,0.015459779,0.640456912,7.472960986,1,92,0,0.23069247899999998,0.0,0.0,0,0.693147181,1,False
360,-1.427116356,0.035,-5.008618182,0.229166667,1,0.0,-0.65,0.054166667,59.12162162,0,90,0,0.133333333,0.0,0.0,0,0.693147181,0,False
359,-4.96184513,-0.129,78.79771429,0.14285714300000002,1,0.0,-13.28571429,0.571428571,0.0,1,105,0,408.7142857,0.0,0.0,0,0.693147181,0,False
358,5.490803753,-30.854,-3.7943740060000004,0.11702935,1,0.0,-0.006232161,0.890147328,14.73320472,1,117,0,0.152739511,0.0,0.0,0,0.693147181,1,False
357,-1.6928195209999999,-0.315,10.10665121,1.282608696,1,0.0,-0.744565217,0.945652174,0.0,0,432,0,48.33152174,0.0,0.0,0,0.693147181,0,False
366,5.495609634,-8.749,-4.12122301,0.065626796,1,0.0,-0.035165422,0.6871972740000001,0.0,0,90,0,0.38064198299999996,0.0,0.0,0,0.693147181,1,False
356,5.179578875,-72.062,-2.605057088,0.035685329,1,0.0,-0.386592946,0.261666141,1.238606294,1,88,0,0.274154317,0.0,0.0,0,0.693147181,0,False
354,4.743687876,-11.687999999999999,-3.060372824,0.20508980699999999,1,0.0,-0.077966515,0.743742219,14.27244937,0,90,0,0.31325039,0.0,0.0,0,0.693147181,1,False
353,3.631726923,-11.068,-3.016448682,0.186325375,1,0.0,-0.08563184900000001,0.061490815,5.161846514,1,122,0,0.498120599,0.048070305,1.0,1,0.693147181,0,False
352,3.405189403,-2.588,-2.840935605,0.38728419700000005,1,0.0,-0.07875166,0.144621514,4.776905988,1,105,0,1.3597277559999998,0.0,0.0,0,0.693147181,0,False
351,-3.506557897,-0.27,36.27066667,1.9,1,0.0,-7.3666666670000005,0.36666666700000006,-380.6296296,0,102,0,371.03333330000004,0.0,0.0,0,0.693147181,0,False
350,3.310543013,-21.89,-0.631702225,0.18525547399999998,1,0.0,-0.612080292,0.656277372,2.458927612,1,91,0,0.516058394,0.0,0.0,0,0.693147181,1,False
349,0.0,-0.005,0.0,0.0,1,0.0,0.0,0.0,0.0,0,105,0,0.0,0.0,0.0,0,0.693147181,0,False
348,1.7500690419999998,-1.976,1.184839295,0.851086012,1,0.0,-0.25247610800000003,0.001737619,4.53092182,0,76,0,1.640486533,0.24031277199999998,0.0,0,0.693147181,0,False
347,3.59906415,-0.332,-4.232169363,0.167295701,1,0.0,0.009244065,0.617902855,3.6460275230000003,0,90,0,0.474182256,0.0,0.0,0,0.693147181,1,False
346,-1.973281346,-0.479,11.20904991,1.143884892,1,0.0,-0.5035971220000001,1.0,0.0,0,91,0,89.26618705,0.0,0.0,0,0.693147181,0,False
355,6.065646267000001,-35.193000000000005,-4.023755822,0.042142427999999996,1,0.0,-0.026404302999999997,0.331292174,4.174230939,0,85,0,0.110278296,0.0,0.0,0,0.693147181,1,False
367,3.9105819680000002,0.594,0.0,0.5242749560000001,1,0.0,-0.048449768,0.19622256,3.876515662,0,185,0,0.25436628699999997,0.313491428,0.0,0,0.693147181,1,False
368,5.200495033999999,-26.108,-3.644395883,0.107927791,1,0.0,-0.038707116,0.331894223,14.37368346,1,104,0,0.0,0.0,0.0,0,0.693147181,1,False
